ticker,open,close,low,high,volume,date,name,sector,industry
CY,1.70178747177124,1.80983746051788,1.70178747177124,1.83685004711151,1980500,1991-12-02,CYPRESS SEMICONDUCTOR CORPORATION,TECHNOLOGY,SEMICONDUCTORS
BBT,6.625,6.5,6.5,6.875,44000,1990-01-09,BB&T CORPORATION,FINANCE,MAJOR BANKS
CAL,4.53703689575195,4.53703689575195,4.53703689575195,4.53703689575195,5800,1981-02-24,CALERES INC.,CONSUMER NON-DURABLES,SHOE MANUFACTURING
CNX,15.1916666030884,14.9875001907349,14.9875001907349,15.4583330154419,5232200,2004-11-09,CNX RESOURCES CORPORATION,ENERGY,OIL & GAS PRODUCTION
WASH,22.7999992370605,23.0,22.0400009155273,23.2299995422363,17500,2003-06-10,WASHINGTON TRUST BANCORP INC.,FINANCE,MAJOR BANKS
K,12.78125,12.9375,12.78125,13.0,355600,1986-12-12,KELLOGG COMPANY,CONSUMER NON-DURABLES,PACKAGED FOODS
FVE,4.80000019073486,4.80000019073486,4.73000001907349,4.88000011444092,481900,2013-05-14,FIVE STAR SENIOR LIVING INC.,HEALTH CARE,HOSPITAL/NURSING MANAGEMENT
MCHP,63.5200004577637,64.5,63.0400009155273,64.5899963378906,1628600,2016-12-07,MICROCHIP TECHNOLOGY INCORPORATED,TECHNOLOGY,SEMICONDUCTORS
DS,4.55000019073486,4.6100001335144,4.51000022888184,4.67000007629395,823400,2015-02-03,DRIVE SHACK INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
BFIN,12.7200002670288,12.5699996948242,12.5699996948242,12.8199996948242,21400,2015-10-13,BANKFINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
ACN,12.6199998855591,12.9499998092651,12.6000003814697,13.0600004196167,2539400,2001-10-03,ACCENTURE PLC,MISCELLANEOUS,BUSINESS SERVICES
KTF,11.4099998474121,11.4200000762939,11.3999996185303,11.5,38000,2003-02-26,SCUDDER MUNICIPLE INCOME TRUST,,
VGR,21.8378143310547,21.7341537475586,21.7082386016846,22.0105819702148,354500,2015-08-18,VECTOR GROUP LTD.,CONSUMER NON-DURABLES,FARMING/SEEDS/MILLING
WEN,22.375,22.75,22.25,22.75,99500,1997-06-06,WENDY&#39;S COMPANY (THE),CONSUMER SERVICES,RESTAURANTS
COCP,7.19999980926514,6.59999990463257,5.69999980926514,7.19999980926514,38600,2017-03-21,COCRYSTAL PHARMA INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
LINC,2.1800000667572,2.19000005722046,2.10999989509583,2.33999991416931,142100,2015-05-14,LINCOLN EDUCATIONAL SERVICES CORPORATION,CONSUMER SERVICES,OTHER CONSUMER SERVICES
FTCS,35.4599990844727,35.439998626709,35.4099998474121,35.4700012207031,1200,2014-10-06,FIRST TRUST CAPITAL STRENGTH ETF,,
AFL,28.8299999237061,28.8500003814697,28.5300006866455,28.9799995422363,4928800,2015-09-10,AFLAC INCORPORATED,FINANCE,ACCIDENT &HEALTH INSURANCE
ASGN,3.25,3.34375,3.25,3.375,113600,1994-03-03,ASGN INCORPORATED,TECHNOLOGY,PROFESSIONAL SERVICES
IRM,10.9509143829346,11.0960502624512,10.8605461120605,11.1590337753296,519100,2001-05-30,IRON MOUNTAIN INCORPORATED,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
JTD,13.1599998474121,13.2200002670288,13.1599998474121,13.2700004577637,29900,2011-02-28,NUVEEN TAX-ADVANTAGED DIVIDEND GROWTH FUND,,
SFM,21.7900009155273,21.7800006866455,21.6900005340576,21.9500007629395,1247800,2018-05-23,SPROUTS FARMERS MARKET INC.,CONSUMER SERVICES,FOOD CHAINS
NBL,3.21875,3.25,3.21875,3.25,94000,1988-08-25,NOBLE ENERGY INC.,ENERGY,OIL & GAS PRODUCTION
PHIIK,14.0,14.0,14.0,14.0,200,1996-03-29,PHI INC.,TRANSPORTATION,TRANSPORTATION SERVICES
CAMT,0.310000002384186,0.28999999165535,0.28999999165535,0.310000002384186,800,2009-03-18,CAMTEK LTD.,CAPITAL GOODS,ELECTRONIC COMPONENTS
APF,7.75,7.8600001335144,7.75,7.88000011444092,21700,2002-01-10,MORGAN STANLEY ASIA-PACIFIC FUND INC.,,
FR,27.8999996185303,28.5499992370605,27.75,28.5499992370605,183100,2003-03-17,FIRST INDUSTRIAL REALTY TRUST INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PF,50.6199989318848,50.2400016784668,50.1300010681152,50.7200012207031,667300,2016-08-25,PINNACLE FOODS INC.,CONSUMER NON-DURABLES,PACKAGED FOODS
RLJE,3.40000009536743,3.86999988555908,3.40000009536743,3.98000001907349,20500,2017-07-19,RLJ ENTERTAINMENT INC.,CONSUMER SERVICES,MOVIES/ENTERTAINMENT
PMD,26.5,26.25,26.0,26.75,2600,1996-08-07,PSYCHEMEDICS CORPORATION,HEALTH CARE,MEDICAL SPECIALITIES
ISCA,41.3699989318848,41.2000007629395,41.0,41.9000015258789,84300,2001-09-04,INTERNATIONAL SPEEDWAY CORPORATION,CONSUMER SERVICES,SERVICES-MISC. AMUSEMENT & RECREATION
IPHS,46.6599998474121,46.6399993896484,46.2900009155273,46.9700012207031,55700,2018-05-14,INNOPHOS HOLDINGS INC.,CONSUMER DURABLES,SPECIALTY CHEMICALS
QABA,22.0100002288818,22.0400009155273,21.9400005340576,22.0400009155273,3400,2011-11-18,FIRST TRUST NASDAQ ABA COMMUNITY BANK INDEX FUND,,
GCO,7.125,7.125,7.125,7.25,107600,1993-07-07,GENESCO INC.,CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES
HMNF,17.3500003814697,17.1200008392334,17.1200008392334,17.3500003814697,700,2002-08-12,HMN FINANCIAL INC.,FINANCE,SAVINGS INSTITUTIONS
CEA,7.6399998664856,6.83500003814697,6.83500003814697,7.6399998664856,260200,2008-10-15,CHINA EASTERN AIRLINES CORPORATION LTD.,TRANSPORTATION,AIR FREIGHT/DELIVERY SERVICES
BBF,15.2700004577637,15.3199996948242,15.2299995422363,15.3199996948242,22900,2016-06-20,BLACKROCK MUNICIPAL INCOME INVESTMENT TRUST,,
RRD,21.875,22.125,21.8125,22.25,286400,1990-01-30,R.R. DONNELLEY & SONS COMPANY,MISCELLANEOUS,PUBLISHING
RVT,21.5498199462891,21.6143894195557,21.4114398956299,21.6420707702637,95200,2007-02-20,ROYCE VALUE TRUST INC.,,
RMCF,1.4494434595108,1.35281383991241,1.35281383991241,1.46876931190491,7600,1999-03-03,ROCKY MOUNTAIN CHOCOLATE FACTORY INC.,CONSUMER NON-DURABLES,SPECIALTY FOODS
MSL,5.78795766830444,5.84336853027344,5.78795766830444,5.84336853027344,4300,2001-12-31,MIDSOUTH BANCORP,FINANCE,MAJOR BANKS
MKL,18.0,18.5,18.0,18.5,10500,1991-10-10,MARKEL CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
PHX,14.7600002288818,13.9799995422363,13.9350004196167,14.7600002288818,27400,2011-08-25,PANHANDLE ROYALTY COMPANY,ENERGY,OIL & GAS PRODUCTION
GSH,9.0,8.80000019073486,8.75,9.0,11500,2001-06-18,GUANGSHEN RAILWAY COMPANY LIMITED,TRANSPORTATION,RAILROADS
ORRF,27.4699993133545,27.5599994659424,27.3600006103516,27.5599994659424,14000,2010-12-21,ORRSTOWN FINANCIAL SERVICES INC,FINANCE,MAJOR BANKS
CHCI,7.98000001907349,8.1899995803833,7.90999984741211,8.1899995803833,500,2014-07-30,COMSTOCK HOLDING COMPANIES INC.,CAPITAL GOODS,HOMEBUILDING
INDB,8.125,8.125,8.125,8.125,1100,1989-12-08,INDEPENDENT BANK CORP.,FINANCE,MAJOR BANKS
CNK,33.3499984741211,33.9300003051758,33.2700004577637,34.0800018310547,623800,2014-09-25,CINEMARK HOLDINGS INC,CONSUMER SERVICES,MOVIES/ENTERTAINMENT
OII,84.0999984741211,86.2699966430664,83.620002746582,86.3199996948242,1104700,2013-10-18,OCEANEERING INTERNATIONAL INC.,ENERGY,OILFIELD SERVICES/EQUIPMENT
PLAB,2.29166674613953,2.29166674613953,2.20833325386047,2.29166674613953,27000,1990-03-02,PHOTRONICS INC.,TECHNOLOGY,SEMICONDUCTORS
STBA,17.3999996185303,18.1100006103516,17.1299991607666,18.1900005340576,197900,2009-05-04,S&T BANCORP INC.,FINANCE,MAJOR BANKS
DTRM,5.57999992370605,5.3600001335144,5.15000009536743,5.6100001335144,2900,2014-12-10,DETERMINE INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ON,7.32999992370605,7.46999979019165,7.26999998092651,7.55000019073486,8476300,2011-09-13,ON SEMICONDUCTOR CORPORATION,TECHNOLOGY,SEMICONDUCTORS
SIGI,3.8125,3.77083325386047,3.77083325386047,3.85416674613953,63600,1983-03-14,SELECTIVE INSURANCE GROUP INC.,FINANCE,PROPERTY-CASUALTY INSURERS
TTNP,4.11999988555908,4.07000017166138,3.96000003814697,4.23000001907349,189806,2016-02-03,TITAN PHARMACEUTICALS INC.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
HVT,22.8999996185303,23.1800003051758,22.8099994659424,23.2600002288818,106200,2014-08-08,HAVERTY FURNITURE COMPANIES INC.,CONSUMER SERVICES,OTHER SPECIALTY STORES
LRCX,1.55555558204651,1.47222220897675,1.47222220897675,1.55555558204651,69300,1988-01-08,LAM RESEARCH CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
JKHY,19.3199996948242,19.3999996185303,19.0200004577637,19.4099998474121,205600,2004-04-01,JACK HENRY & ASSOCIATES INC.,TECHNOLOGY,EDP SERVICES
QGEN,15.0207901000977,15.4365901947021,15.0207901000977,15.5093555450439,202600,2006-04-27,QIAGEN N.V.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
KBWY,30.0699996948242,30.0799999237061,29.9300003051758,30.1299991607666,28100,2013-11-26,POWERSHARES KBW PREMIUM YIELD EQUITY REIT PORTFOLIO,,
WBK,4.27500009536743,4.27500009536743,4.27500009536743,4.30000019073486,31000,1996-07-22,WESTPAC BANKING CORPORATION,FINANCE,COMMERCIAL BANKS
KIRK,2.92000007629395,2.94000005722046,2.91000008583069,2.97000002861023,4900,2009-02-27,KIRKLAND&#39;S INC.,CONSUMER SERVICES,OTHER SPECIALTY STORES
TMO,16.3703708648682,16.481481552124,16.1851844787598,16.481481552124,310000,1993-04-23,THERMO FISHER SCIENTIFIC INC,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
TCBK,37.3800010681152,37.5400009155273,37.1300010681152,37.7799987792969,51200,2018-04-16,TRICO BANCSHARES,FINANCE,MAJOR BANKS
DAKT,6.90000009536743,7.03000020980835,6.90000009536743,7.21500015258789,411600,2003-01-07,DAKTRONICS INC.,CONSUMER DURABLES,MISCELLANEOUS MANUFACTURING INDUSTRIES
CLH,49.2400016784668,48.8300018310547,48.7799987792969,49.3899993896484,126600,2016-08-16,CLEAN HARBORS INC.,BASIC INDUSTRIES,ENVIRONMENTAL SERVICES
CELG,0.588541686534882,0.598958313465118,0.588541686534882,0.609375,2342400,1996-04-26,CELGENE CORPORATION,HEALTH CARE,MAJOR PHARMACEUTICALS
BECN,22.1333332061768,21.3733329772949,21.2666664123535,22.2199993133545,652200,2006-06-12,BEACON ROOFING SUPPLY INC.,CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
BAX,7.73919486999512,7.80086183547974,7.73919486999512,7.86252880096436,2220600,1992-10-12,BAXTER INTERNATIONAL INC.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
RDY,53.4700012207031,53.0400009155273,53.0299987792969,53.5200004577637,80600,2015-06-08,DR. REDDY&#39;S LABORATORIES LTD,HEALTH CARE,MAJOR PHARMACEUTICALS
ITG,18.9899997711182,19.6100006103516,18.8299999237061,19.7399997711182,266300,2016-03-02,INVESTMENT TECHNOLOGY GROUP INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
LRCX,93.7799987792969,92.1500015258789,91.9000015258789,93.8499984741211,1609100,2016-09-19,LAM RESEARCH CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
PFM,21.7099990844727,21.7099990844727,21.6599998474121,21.7299995422363,6900,2016-05-23,POWERSHARES DIVIDEND ACHIEVERS PORTFOLIO,,
WLFC,8.89999961853027,8.75,8.75,8.89999961853027,4700,2001-04-12,WILLIS LEASE FINANCE CORPORATION,CONSUMER DURABLES,INDUSTRIAL SPECIALTIES
CAH,42.4300003051758,42.7700004577637,42.2700004577637,42.8600006103516,3167300,2013-04-08,CARDINAL HEALTH INC.,HEALTH CARE,OTHER PHARMACEUTICALS
DE,8.66666698455811,8.60416698455811,8.4375,8.72916698455811,1557000,1991-11-18,DEERE & COMPANY,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
WRI,37.5,38.4000015258789,37.2900009155273,38.4799995422363,218500,2004-11-04,WEINGARTEN REALTY INVESTORS,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
DDF,4.46000003814697,4.42000007629395,4.26000022888184,4.53000020980835,28400,2009-03-24,DELAWARE INVESTMENTS DIVIDEND & INCOME FUND INC.,,
PXI,27.4500007629395,27.5699996948242,27.2999992370605,27.5699996948242,2900,2006-11-06,POWERSHARES DWA ENERGY MOMENTUM PORTFOLIO,,
PPL,10.5364627838135,10.4782495498657,10.4200372695923,10.5364627838135,385700,1996-05-02,PPL CORPORATION,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
WABC,8.04166698455811,8.125,7.95833349227905,8.25,15000,1986-11-28,WESTAMERICA BANCORPORATION,FINANCE,MAJOR BANKS
KBH,13.1199998855591,14.7700004577637,12.710000038147,15.5100002288818,7510200,2008-10-29,KB HOME,CAPITAL GOODS,HOMEBUILDING
EFOI,1.08000004291534,1.0900000333786,1.05999994277954,1.0900000333786,11800,2010-11-02,ENERGY FOCUS INC.,CONSUMER DURABLES,BUILDING PRODUCTS
ACGL,24.7733325958252,24.8700008392334,24.7733325958252,25.0166664123535,1481700,2015-11-03,ARCH CAPITAL GROUP LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
MTRN,12.6666669845581,12.7083330154419,12.6666669845581,12.8333330154419,10200,1982-07-19,MATERION CORPORATION,CAPITAL GOODS,INDUSTRIAL SPECIALTIES
VMO,13.8000001907349,13.8199996948242,13.7799997329712,13.8299999237061,43100,2010-05-13,INVESCO MUNICIPAL OPPORTUNITY TRUST,,
IRR,20.0,20.0100002288818,20.0,20.1100006103516,26100,2006-11-21,VOYA NATURAL RESOURCES EQUITY INCOME FUND,,
OVAS,1.49000000953674,1.53999996185303,1.48500001430511,1.57000005245209,480300,2017-04-12,OVASCIENCE INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
ARQL,4.19999980926514,4.23000001907349,4.01999998092651,4.40999984741211,123000,2009-03-24,ARQULE INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
INSI,19.625,19.875,19.625,19.875,2300,1988-06-14,INSIGHT SELECT INCOME FUND,,
SPWR,22.4300003051758,22.6100006103516,22.1000003814697,23.0699996948242,4957300,2009-04-28,SUNPOWER CORPORATION,TECHNOLOGY,SEMICONDUCTORS
KR,34.4900016784668,34.8300018310547,34.2999992370605,34.9099998474121,8330400,2016-05-19,KROGER COMPANY (THE),CONSUMER SERVICES,FOOD CHAINS
BXG,5.44000005722046,5.375,5.375,5.5,75900,1999-07-07,BLUEGREEN VACATIONS CORPORATION,FINANCE,REAL ESTATE
LGI,20.7099990844727,20.5400009155273,20.3600006103516,20.7099990844727,27400,2008-01-16,LAZARD GLOBAL TOTAL RETURN AND INCOME FUND,,
ZTO,15.5600004196167,15.3800001144409,15.3599996566772,15.6199998855591,644500,2017-10-23,ZTO EXPRESS (CAYMAN) INC.,TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES
JACK,100.330001831055,98.2399978637695,97.8899993896484,100.690002441406,1052900,2016-09-27,JACK IN THE BOX INC.,CONSUMER SERVICES,RESTAURANTS
DCO,3.20883059501648,3.14465403556824,3.14465403556824,3.20883059501648,39300,1987-07-13,DUCOMMUN INCORPORATED,CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL
AEP,27.25,27.125,27.0,27.375,57600,1972-05-30,AMERICAN ELECTRIC POWER COMPANY INC.,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
