ticker,open,close,low,high,volume,date,name,sector,industry
FLIC,4.19753074645996,4.19753074645996,4.19753074645996,4.19753074645996,1800,1997-03-17,THE FIRST OF LONG ISLAND CORPORATION,FINANCE,MAJOR BANKS
ACNB,16.4285717010498,16.4285717010498,16.4285717010498,16.4285717010498,500,2007-10-01,ACNB CORPORATION,FINANCE,MAJOR BANKS
SPG,97.6313705444336,96.3319702148438,95.7936477661133,98.4852600097656,2455400,2008-05-02,SIMON PROPERTY GROUP INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
COF,56.7099990844727,55.6399993896484,55.5900001525879,56.8199996948242,3025400,2012-08-01,CAPITAL ONE FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
VXRT,214.5,213.179992675781,209.220001220703,214.5,700,2009-09-08,VAXART INC.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
WY,30.9099998474121,30.8600006103516,30.5300006866455,30.9400005340576,5437400,2014-06-18,WEYERHAEUSER COMPANY,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
NZF,13.3999996185303,13.4200000762939,13.3999996185303,13.460000038147,176900,2014-07-15,NUVEEN MUNICIPAL CREDIT INCOME FUND,,
LEG,8.84375,9.0,8.8125,9.03125,257200,1994-10-11,LEGGETT & PLATT INCORPORATED,CONSUMER DURABLES,HOME FURNISHINGS
MSI,5.47730684280396,5.30142974853516,5.30142974853516,5.48986959457397,457600,1979-10-08,MOTOROLA SOLUTIONS INC.,TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
CCBG,13.6800003051758,13.5,13.4099998474121,13.710000038147,12700,2010-08-04,CAPITAL CITY BANK GROUP,FINANCE,MAJOR BANKS
LPG,12.1899995803833,12.4300003051758,12.0900001525879,12.539999961853,132100,2015-08-27,DORIAN LPG LTD.,TRANSPORTATION,MARINE TRANSPORTATION
KLIC,20.4599990844727,20.5300006866455,20.3999996185303,20.6000003814697,398200,2017-06-16,KULICKE AND SOFFA INDUSTRIES INC.,TECHNOLOGY,SEMICONDUCTORS
AXP,36.1411361694336,35.8522872924805,35.4934158325195,36.4562454223633,4311000,2002-03-28,AMERICAN EXPRESS COMPANY,FINANCE,FINANCE: CONSUMER SERVICES
IMMU,3.875,4.0,3.875,4.0,13300,1989-10-03,IMMUNOMEDICS INC.,HEALTH CARE,BIOTECHNOLOGY: IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
BELFA,24.9799995422363,24.9799995422363,24.9799995422363,24.9799995422363,100,2010-12-14,BEL FUSE INC.,CAPITAL GOODS,ELECTRICAL PRODUCTS
BTE,2.90000009536743,2.79999995231628,2.75999999046326,2.90000009536743,2405600,2017-06-02,BAYTEX ENERGY CORP,ENERGY,OIL & GAS PRODUCTION
ALX,9.75,9.75,9.5,9.75,15900,1981-11-19,ALEXANDER&#39;S INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
JRVR,40.1100006103516,39.9300003051758,39.6699981689453,40.1399993896484,177600,2017-06-29,JAMES RIVER GROUP HOLDINGS LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
WSTL,2.59999990463257,2.59999990463257,2.55999994277954,2.64000010490417,21200,2017-01-31,WESTELL TECHNOLOGIES INC.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CRM,7.30249977111816,7.1875,7.09000015258789,7.30999994277954,7257600,2005-11-18,SALESFORCE.COM INC,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
STLR,10.3599996566772,10.3599996566772,10.3599996566772,10.3599996566772,100,2018-05-24,STELLAR ACQUISITION III INC.,TECHNOLOGY,EDP SERVICES
MAA,25.75,25.75,25.625,25.75,3000,1995-03-10,MID-AMERICA APARTMENT COMMUNITIES INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PFL,7.94999980926514,7.82000017166138,7.73999977111816,7.94999980926514,176300,2009-02-11,PIMCO INCOME STRATEGY FUND,,
AOS,3.03333330154419,2.95833325386047,2.93333339691162,3.04166674613953,158800,2001-05-18,SMITH (A.O.) CORPORATION,CONSUMER DURABLES,CONSUMER ELECTRONICS/APPLIANCES
PUI,15.0,15.0600004196167,14.9399995803833,15.25,24600,2009-01-29,POWERSHARES DWA UTILITIES MOMENTUM PORTFOLIO,,
AEGN,15.1499996185303,14.5,14.3900003433228,15.1899995803833,211400,2005-05-25,AEGION CORP,BASIC INDUSTRIES,WATER SUPPLY
HPS,16.9699993133545,16.8700008392334,16.7999992370605,16.9899997711182,63900,2011-11-22,JOHN HANCOCK PREFERRED INCOME FUND III,,
GEF,53.1500015258789,53.1800003051758,53.0400009155273,53.9199981689453,82700,2018-08-10,GREIF BROS. CORPORATION,,
JPM,8.59259223937988,8.59259223937988,8.59259223937988,8.66666698455811,580500,1981-06-01,J P MORGAN CHASE & CO,FINANCE,MAJOR BANKS
AGCO,11.7200002670288,11.8199996948242,11.7200002670288,11.9499998092651,166000,2001-02-09,AGCO CORPORATION,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
NEM,44.75,45.625,44.5,45.75,577700,1995-09-12,NEWMONT MINING CORPORATION,BASIC INDUSTRIES,PRECIOUS METALS
HYT,10.9700002670288,10.9200000762939,10.9200000762939,10.9899997711182,445300,2017-06-26,BLACKROCK CORPORATE HIGH YIELD FUND INC.,,
H,45.0699996948242,44.8699989318848,44.5200004577637,45.1699981689453,188800,2010-12-10,HYATT HOTELS CORPORATION,CONSUMER SERVICES,HOTELS/RESORTS
DUK,75.8335494995117,74.8529434204102,74.7439880371094,76.3783340454102,3295400,2000-10-03,DUKE ENERGY CORPORATION,PUBLIC UTILITIES,POWER GENERATION
ASUR,4.53332996368408,4.66666984558105,4.53332996368408,4.73332977294922,5400,2008-02-25,ASURE SOFTWARE INC,TECHNOLOGY,EDP SERVICES
UNB,19.0499992370605,19.25,19.0499992370605,19.25,1300,2012-02-06,UNION BANKSHARES INC.,FINANCE,MAJOR BANKS
IPDN,6.71999979019165,6.07999992370605,6.0,7.19999980926514,102200,2015-10-26,PROFESSIONAL DIVERSITY NETWORK INC.,TECHNOLOGY,COMPUTER SOFTWARE: PROGRAMMING DATA PROCESSING
SONA,17.0799999237061,17.0499992370605,16.8899993896484,17.1100006103516,47900,2018-05-08,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC.,FINANCE,MAJOR BANKS
SSD,3.03125,3.03125,3.03125,3.03125,2000,1995-09-29,SIMPSON MANUFACTURING COMPANY INC.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
CMPR,32.4900016784668,29.9799995422363,29.6700000762939,32.9900016784668,1878500,2012-10-26,CIMPRESS N.V,MISCELLANEOUS,PUBLISHING
NICK,2.5151515007019,2.66060614585876,2.5151515007019,2.66060614585876,1400,2001-09-27,NICHOLAS FINANCIAL INC.,FINANCE,FINANCE COMPANIES
STKL,5.71000003814697,5.53999996185303,5.48000001907349,5.73000001907349,172700,2012-04-04,SUNOPTA INC.,CONSUMER SERVICES,FARMING/SEEDS/MILLING
DIS,21.5499992370605,23.3600006103516,21.4099998474121,24.2000007629395,28705700,2008-11-07,WALT DISNEY COMPANY (THE),CONSUMER SERVICES,TELEVISION SERVICES
ANTM,29.1499996185303,29.625,29.1499996185303,29.9249992370605,5245000,2002-11-29,ANTHEM INC.,HEALTH CARE,MEDICAL SPECIALITIES
UFPT,19.0400009155273,19.1299991607666,19.0300006866455,19.3199996948242,14100,2013-06-11,UFP TECHNOLOGIES INC.,CAPITAL GOODS,CONTAINERS/PACKAGING
LLY,67.3125,67.0,66.25,67.875,2777800,1998-01-16,ELI LILLY AND COMPANY,HEALTH CARE,MAJOR PHARMACEUTICALS
CYBE,9.57999992370605,9.01000022888184,9.0,9.59000015258789,22400,2001-10-09,CYBEROPTICS CORPORATION,CAPITAL GOODS,ELECTRONIC COMPONENTS
FRBK,5.04132223129272,4.90608549118042,4.88354635238647,5.07888793945312,26100,2003-02-18,REPUBLIC FIRST BANCORP INC.,FINANCE,MAJOR BANKS
JTD,11.9499998092651,12.1599998474121,11.8999996185303,12.3599996566772,159800,2010-03-16,NUVEEN TAX-ADVANTAGED DIVIDEND GROWTH FUND,,
SVU,26.578125,27.234375,26.578125,27.34375,24600,1980-09-10,SUPERVALU INC.,CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
TDA,22.7700004577637,23.5400009155273,22.2199993133545,23.5900001525879,72700,2013-06-13,TELEPHONE AND DATA SYSTEMS INC.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
BKT,6.19999980926514,6.21999979019165,6.19999980926514,6.25,111000,2007-03-02,BLACKROCK INCOME TRUST INC. (THE),,
MUE,12.1499996185303,12.1400003433228,12.1000003814697,12.2299995422363,94500,2004-06-24,BLACKROCK MUNIHOLDINGS QUALITY FUND II INC.,,
DSGX,4.55999994277954,4.69999980926514,4.55999994277954,4.75,9200,2002-03-19,THE DESCARTES SYSTEMS GROUP INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
PLD,66.9000015258789,66.6900024414062,66.2799987792969,66.9499969482422,1812800,2017-11-28,PROLOGIS INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
BLUE,69.1999969482422,68.8000030517578,66.6999969482422,69.5,644700,2017-01-09,BLUEBIRD BIO INC.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
PKD,91.875,82.5,78.75,91.875,19500,1993-11-29,PARKER DRILLING COMPANY,ENERGY,OIL & GAS PRODUCTION
SBUX,40.7400016784668,40.435001373291,40.064998626709,41.0699996948242,5520400,2015-01-13,STARBUCKS CORPORATION,CONSUMER SERVICES,RESTAURANTS
PNTR,5.03999996185303,4.96000003814697,4.90999984741211,5.07999992370605,13800,2008-02-27,POINTER TELOCATION LTD.,TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
HPQ,10.4359674453735,10.8356037139893,10.3769302368164,10.9582195281982,68344700,2011-10-05,HP INC.,TECHNOLOGY,COMPUTER MANUFACTURING
ABEV,4.80000019073486,4.92000007629395,4.78999996185303,4.92999982833862,34188500,2018-07-16,AMBEV S.A.,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)
VMI,19.5625,19.5625,19.1875,19.875,8600,2001-01-31,VALMONT INDUSTRIES INC.,CAPITAL GOODS,METAL FABRICATIONS
CFBK,200.276245117188,200.828720092773,200.276245117188,201.933700561523,100,2007-01-19,CENTRAL FEDERAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
CBZ,5.55000019073486,5.65000009536743,5.55000019073486,5.65999984741211,76900,2012-08-27,CBIZ INC.,MISCELLANEOUS,BUSINESS SERVICES
LAZ,28.9699993133545,29.2299995422363,28.7099990844727,29.3099994659424,443500,2012-09-28,LAZARD LTD.,FINANCE,INVESTMENT MANAGERS
SALM,6.90000009536743,6.84999990463257,6.80000019073486,6.94999980926514,23800,2017-02-13,SALEM MEDIA GROUP INC.,CONSUMER SERVICES,BROADCASTING
SNPS,13.6875,14.125,13.5625,14.3125,712000,1995-06-01,SYNOPSYS INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
LRAD,2.26999998092651,2.21000003814697,2.21000003814697,2.27999997138977,28600,2018-03-28,LRAD CORPORATION,CONSUMER NON-DURABLES,CONSUMER ELECTRONICS/APPLIANCES
MSTR,91.879997253418,90.5100021362305,89.6600036621094,92.2200012207031,238300,2006-02-13,MICROSTRATEGY INCORPORATED,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CCE,32.1800003051758,32.4099998474121,32.1699981689453,32.560001373291,1312600,2016-12-19,COCA-COLA EUROPEAN PARTNERS PLC,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)
BOKF,17.2699661254883,17.4365577697754,17.2699661254883,17.4920883178711,25200,2000-12-20,BOK FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
JNP,6.53000020980835,6.65999984741211,6.44999980926514,6.69000005722046,36900,2014-05-29,JUNIPER PHARMACEUTICALS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
MNP,14.8199996948242,14.9200000762939,14.8199996948242,14.960000038147,40300,2017-01-05,WESTERN ASSET MUNICIPAL PARTNERS FUND INC.,,
TCBK,9.72000026702881,9.80000019073486,9.72000026702881,9.80000019073486,3600,2001-08-20,TRICO BANCSHARES,FINANCE,MAJOR BANKS
DUK,20.5927314758301,20.4292964935303,20.3203411102295,20.6472091674805,334700,1988-10-19,DUKE ENERGY CORPORATION,PUBLIC UTILITIES,POWER GENERATION
MFCB,20.9500007629395,19.25,19.25,20.9500007629395,93500,2015-03-16,MFC BANCORP LTD.,FINANCE,COMMERCIAL BANKS
BDSI,2.15000009536743,2.47000002861023,2.09999990463257,2.47000002861023,60400,2008-10-29,BIODELIVERY SCIENCES INTERNATIONAL INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
NUE,64.7399978637695,64.6100006103516,64.1399993896484,64.7399978637695,2065500,2017-12-27,NUCOR CORPORATION,BASIC INDUSTRIES,STEEL/IRON ORE
BT,31.4375,31.6875,31.3125,31.8125,182600,1993-07-21,BT GROUP PLC,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
ASH,18.4769992828369,18.5694046020508,18.4408416748047,18.6698455810547,775600,2002-01-07,ASHLAND GLOBAL HOLDINGS INC.,CONSUMER DURABLES,SPECIALTY CHEMICALS
BCEI,3846.4384765625,3783.94897460938,3771.67431640625,3896.65307617188,3000,2013-04-23,BONANZA CREEK ENERGY INC.,ENERGY,OIL & GAS PRODUCTION
CMC,0.5703125,0.5703125,0.5703125,0.578125,57600,1983-01-14,COMMERCIAL METALS COMPANY,BASIC INDUSTRIES,STEEL/IRON ORE
MTG,2.03999996185303,2.45000004768372,1.89999997615814,2.45000004768372,2714000,2008-11-24,MGIC INVESTMENT CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
SAN,6.1399998664856,6.03000020980835,6.03000020980835,6.17000007629395,272100,2002-11-11,BANCO SANTANDER S.A.,FINANCE,COMMERCIAL BANKS
MNE,13.8000001907349,13.9899997711182,13.8000001907349,14.0,19500,2005-07-27,BLACKROCK MUNI NEW YORK INTERMEDIATE DURATION FUND INC,,
CCMP,42.4099998474121,39.7700004577637,39.3199996948242,42.4700012207031,1088800,2002-08-01,CABOT MICROELECTRONICS CORPORATION,TECHNOLOGY,SEMICONDUCTORS
GENE,7.5,7.25,7.25,7.5,100,2009-03-18,GENETIC TECHNOLOGIES LTD,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
VLO,3.39922308921814,3.45635294914246,3.39922308921814,3.51348257064819,561400,1990-02-01,VALERO ENERGY CORPORATION,ENERGY,INTEGRATED OIL COMPANIES
FUL,46.0900001525879,45.8699989318848,45.7400016784668,46.2700004577637,104200,2014-09-08,H. B. FULLER COMPANY,BASIC INDUSTRIES,HOME FURNISHINGS
PCQ,15.0699996948242,15.1099996566772,15.039999961853,15.1700000762939,22100,2005-07-15,PIMCO CALIFORNIA MUNICIPAL INCOME FUND,,
FSTR,5.0625,5.1875,5.0625,5.1875,7200,1999-11-17,L.B. FOSTER COMPANY,BASIC INDUSTRIES,METAL FABRICATIONS
PKG,11.75,11.6875,11.6875,11.75,106500,2000-08-30,PACKAGING CORPORATION OF AMERICA,CONSUMER DURABLES,CONTAINERS/PACKAGING
TURN,13.460000038147,13.0500001907349,13.0500001907349,13.5,170800,2006-04-24,180 DEGREE CAPITAL CORP.,FINANCE,FINANCE/INVESTORS SERVICES
CNP,19.5997505187988,19.4943752288818,19.2309379577637,19.652437210083,636700,1993-08-06,CENTERPOINT ENERGY INC.,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
ORBC,5.96999979019165,5.80000019073486,5.80000019073486,5.96999979019165,127700,2015-10-21,ORBCOMM INC.,CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT
TRUP,22.5300006866455,23.7399997711182,22.4699993133545,23.8600006103516,172300,2017-07-24,TRUPANION INC.,HEALTH CARE,MEDICAL SPECIALITIES
TECH,117.709999084473,117.5,117.230003356934,118.26000213623,110800,2017-06-30,BIO-TECHNE CORP,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
SUN,0.400000005960464,0.389999985694885,0.389999985694885,0.400000005960464,11000,2012-01-17,SUNOCO LP,ENERGY,OIL REFINING/MARKETING
WMLP,210.720001220703,209.184005737305,206.783996582031,211.10400390625,25200,2010-11-04,WESTMORELAND RESOURCE PARTNERS LP,ENERGY,COAL MINING
MOD,24.1499996185303,24.5,23.5100002288818,24.5,90400,2002-01-29,MODINE MANUFACTURING COMPANY,CAPITAL GOODS,AUTO PARTS:O.E.M.
RYN,20.7468299865723,20.7866497039795,20.67214012146,20.9061508178711,500300,2006-12-04,RAYONIER INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
FCEL,21.5,22.0,21.5,22.0,700,1994-06-07,FUELCELL ENERGY INC.,MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
QTRH,19.6499996185303,19.6499996185303,18.6000003814697,20.75,301156,1999-11-23,QUARTERHILL INC.,MISCELLANEOUS,MULTI-SECTOR COMPANIES
BOH,59.5499992370605,59.8400001525879,59.1399993896484,59.9500007629395,217100,2014-04-08,BANK OF HAWAII CORPORATION,FINANCE,MAJOR BANKS
PHT,16.8999996185303,16.9599990844727,16.8999996185303,17.0200004577637,49200,2011-07-11,PIONEER HIGH INCOME TRUST,,
ARI,16.3999996185303,16.2299995422363,16.2099990844727,16.6100006103516,1113500,2016-07-27,APOLLO COMMERCIAL REAL ESTATE FINANCE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PNTR,6.01000022888184,6.01000022888184,6.01000022888184,6.01000022888184,400,2011-02-23,POINTER TELOCATION LTD.,TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
MYJ,14.289999961853,14.2700004577637,14.1800003051758,14.289999961853,11700,2003-11-21,BLACKROCK MUNIYIELD NEW JERSEY FUND INC.,,
BWA,25.3150005340576,25.1399993896484,24.9950008392334,25.5750007629395,1262800,2007-12-26,BORGWARNER INC.,CAPITAL GOODS,AUTO PARTS:O.E.M.
SMTC,0.46875,0.46875,0.46875,0.46875,800,1982-10-26,SEMTECH CORPORATION,TECHNOLOGY,SEMICONDUCTORS
SEIC,8.56770801544189,9.11458301544189,8.56770801544189,9.16666698455811,1348800,1999-12-06,SEI INVESTMENTS COMPANY,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
SVA,5.55000019073486,6.05000019073486,5.40000009536743,6.09000015258789,5211600,2009-08-25,SINOVAC BIOTECH LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
HYGS,15.1899995803833,14.9099998474121,14.7700004577637,15.1999998092651,15100,2013-12-02,HYDROGENICS CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
PNQI,73.8399963378906,74.1699981689453,73.8399963378906,74.2799987792969,6100,2015-06-12,POWERSHARES NASDAQ INTERNET PORTFOLIO,,
EGAN,3.84999990463257,3.80999994277954,3.80999994277954,4.09999990463257,45100,2015-09-18,EGAIN CORPORATION,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ITRI,20.8500003814697,20.9400005340576,20.2800006866455,21.1599998474121,158500,2004-12-09,ITRON INC.,CAPITAL GOODS,ELECTRICAL PRODUCTS
LMT,37.125,35.9375,35.5,39.125,3566900,1999-01-28,LOCKHEED MARTIN CORPORATION,CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL
GATX,13.625,13.8125,13.5,13.8125,26600,1991-01-23,GATX CORPORATION,CONSUMER SERVICES,TRANSPORTATION SERVICES
CP,48.5999984741211,47.4799995422363,47.2799987792969,48.5999984741211,1007500,2006-07-26,CANADIAN PACIFIC RAILWAY LIMITED,TRANSPORTATION,RAILROADS
SCKT,8.39999961853027,8.5,8.10000038146973,8.5,3000,2007-03-16,SOCKET MOBILE INC.,TECHNOLOGY,COMPUTER MANUFACTURING
ASH,18.8232173919678,19.0846519470215,18.7994518280029,19.0846519470215,402000,1998-11-20,ASHLAND GLOBAL HOLDINGS INC.,CONSUMER DURABLES,SPECIALTY CHEMICALS
WRE,24.4099998474121,24.5699996948242,24.2600002288818,24.7000007629395,206200,2015-09-15,WASHINGTON REAL ESTATE INVESTMENT TRUST,,
NSEC,8.10000038146973,7.92000007629395,7.82000017166138,8.10000038146973,600,2009-11-17,NATIONAL SECURITY GROUP INC.,FINANCE,LIFE INSURANCE
CYTR,52.4714393615723,51.7476959228516,48.8527183532715,52.4714393615723,1700,2003-05-07,CYTRX CORPORATION,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
PBT,4.625,4.8125,4.625,4.8125,9900,1998-01-20,PERMIAN BASIN ROYALTY TRUST,ENERGY,OIL & GAS PRODUCTION
SJI,11.2550001144409,11.3000001907349,11.1925001144409,11.3474998474121,139200,2004-08-25,SOUTH JERSEY INDUSTRIES INC.,PUBLIC UTILITIES,OIL/GAS TRANSMISSION
GABC,12.0063495635986,11.9682540893555,11.7269840240479,12.0063495635986,5700,2003-09-04,GERMAN AMERICAN BANCORP INC.,FINANCE,MAJOR BANKS
DLX,53.939998626709,54.6199989318848,53.6800003051758,54.9300003051758,341000,2015-12-21,DELUXE CORPORATION,CONSUMER DURABLES,PUBLISHING
BOTZ,25.2800006866455,25.0300006866455,25.0200004577637,25.3500003814697,1406500,2018-02-27,GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE ETF,,
KEM,10.96875,10.96875,10.96875,11.15625,108500,1993-02-17,KEMET CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS
RMT,9.68000030517578,9.68000030517578,9.60000038146973,9.75,72700,2015-03-18,ROYCE MICRO-CAP TRUST INC.,,
PKG,111.580001831055,111.870002746582,111.470001220703,112.599998474121,632400,2017-11-16,PACKAGING CORPORATION OF AMERICA,CONSUMER DURABLES,CONTAINERS/PACKAGING
NOVT,11.625,12.0,11.625,12.375,15700,1999-07-02,NOVANTA INC.,MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
WEB,10.4799995422363,10.2700004577637,10.2299995422363,10.5799999237061,187500,2011-12-06,WEB.COM GROUP INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CNQ,28.4799995422363,28.5300006866455,28.3500003814697,28.7199993133545,1997600,2013-06-27,CANADIAN NATURAL RESOURCES LIMITED,ENERGY,OIL & GAS PRODUCTION
FPF,22.75,22.6900005340576,22.6299991607666,22.8600006103516,255800,2016-12-30,FIRST TRUST INTERMEDIATE DURATION PREFERRED & INCOME FUND,,
JJSF,4.4375,4.375,4.25,4.4375,274000,1992-10-20,J & J SNACK FOODS CORP.,CONSUMER NON-DURABLES,SPECIALTY FOODS
ORA,57.7599983215332,57.6500015258789,57.0900001525879,57.7599983215332,103200,2017-09-11,ORMAT TECHNOLOGIES INC.,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
VNET,17.6700000762939,17.2999992370605,17.0699996948242,17.6700000762939,539200,2015-01-22,21VIANET GROUP INC.,TECHNOLOGY,COMPUTER SOFTWARE: PROGRAMMING DATA PROCESSING
AMH,15.6800003051758,15.789999961853,15.6199998855591,15.8100004196167,768200,2016-03-14,AMERICAN HOMES 4 RENT,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
GLDD,5.30000019073486,5.15000009536743,5.1100001335144,5.34999990463257,791000,2011-08-17,GREAT LAKES DREDGE & DOCK CORPORATION,BASIC INDUSTRIES,MILITARY/GOVERNMENT/TECHNICAL
VVC,21.9500007629395,21.6499996185303,21.6499996185303,21.9500007629395,157400,2001-06-13,VECTREN CORPORATION,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
AMTX,1.32000005245209,1.26999998092651,1.20000004768372,1.32000005245209,15600,2016-10-13,AEMETIS INC,BASIC INDUSTRIES,MAJOR CHEMICALS
